,Taxo_all,Confidence,Group,Domain,Phylum,Class,Order,Family,Genus,Species,OTU,trophic_groups
152,Nematoda;Chromadorea;Chromadorea_X;Chiloplacus;Chiloplacus_sp.,0.878404087,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Chiloplacus,Chiloplacus_sp.,Otu12775,b
153,Nematoda;Chromadorea;Chromadorea_X;Chromadorea_XX;Chromadorea_XX_sp.,0.987652856,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Chromadorea_XX,Chromadorea_XX_sp.,Otu2129,b
154,Nematoda;Chromadorea;Chromadorea_X;Coslenchus;,0.991924942,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Coslenchus,,Otu37,h
155,Nematoda;Chromadorea;Chromadorea_X;Cruznema;Cruznema_sp.,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Cruznema,Cruznema_sp.,Otu127,b
156,Nematoda;Chromadorea;Chromadorea_X;Cylindrolaimus;Cylindrolaimus_communis,0.860315233,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Cylindrolaimus,Cylindrolaimus_communis,Otu1382,b
157,Nematoda;Chromadorea;Chromadorea_X;Cylindrolaimus;Cylindrolaimus_communis,0.999969653,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Cylindrolaimus,Cylindrolaimus_communis,Otu727,b
158,Nematoda;Chromadorea;Chromadorea_X;Diploscapter;Diploscapter_sp.,0.78551612,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Diploscapter,Diploscapter_sp.,Otu264,b
159,Nematoda;Chromadorea;Chromadorea_X;Distolabrellus;Distolabrellus_veechi,0.995521028,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Distolabrellus,Distolabrellus_veechi,Otu3566,b
160,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;,0.769627932,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,,Otu9927,N
161,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;Ditylenchus_adasi,0.994463621,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,Ditylenchus_adasi,Otu6516,f
162,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;Ditylenchus_destructor,0.990685304,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,Ditylenchus_destructor,Otu13401,f
163,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;Ditylenchus_destructor,0.904442823,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,Ditylenchus_destructor,Otu931,f
164,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;Ditylenchus_sp.,0.999638696,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,Ditylenchus_sp.,Otu5247,f
165,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;Ditylenchus_sp.,0.998749103,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,Ditylenchus_sp.,Otu625,f
166,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;Ditylenchus_sp.,0.764851152,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,Ditylenchus_sp.,Otu2287,f
167,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;Ditylenchus_sp.,0.999998508,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,Ditylenchus_sp.,Otu9376,f
168,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;Ditylenchus_sp.,0.999892035,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,Ditylenchus_sp.,Otu1871,f
169,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;Ditylenchus_sp.,0.999287392,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,Ditylenchus_sp.,Otu5114,f
170,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;Ditylenchus_sp.,0.999985811,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,Ditylenchus_sp.,Otu762,f
171,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;Ditylenchus_sp.,0.997973677,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,Ditylenchus_sp.,Otu4659,f
172,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;Ditylenchus_sp.,0.879678916,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,Ditylenchus_sp.,Otu374,f
173,Nematoda;Chromadorea;Chromadorea_X;Ditylenchus;Ditylenchus_sp.,0.704664083,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ditylenchus,Ditylenchus_sp.,Otu982,f
174,Nematoda;Chromadorea;Chromadorea_X;Drilocephalobus;Drilocephalobus_sp.,0.731013225,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Drilocephalobus,Drilocephalobus_sp.,Otu12650,b
175,Nematoda;Chromadorea;Chromadorea_X;Drilocephalobus;Drilocephalobus_sp.,0.996746603,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Drilocephalobus,Drilocephalobus_sp.,Otu1825,b
176,Nematoda;Chromadorea;Chromadorea_X;Drilocephalobus;Drilocephalobus_sp.,0.999348142,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Drilocephalobus,Drilocephalobus_sp.,Otu5557,b
177,Nematoda;Chromadorea;Chromadorea_X;Drilocephalobus;Drilocephalobus_sp.,0.945870652,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Drilocephalobus,Drilocephalobus_sp.,Otu9262,b
178,Nematoda;Chromadorea;Chromadorea_X;Ecphyadophora;,0.82116306,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ecphyadophora,,Otu3733,h
179,Nematoda;Chromadorea;Chromadorea_X;Ecphyadophora;,0.840526441,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ecphyadophora,,Otu6278,h
180,Nematoda;Chromadorea;Chromadorea_X;Ecphyadophora;,0.769739902,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ecphyadophora,,Otu5522,h
181,Nematoda;Chromadorea;Chromadorea_X;Ecphyadophora;Ecphyadophora_tenuissima,0.980624853,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ecphyadophora,Ecphyadophora_tenuissima,Otu15418,N
182,Nematoda;Chromadorea;Chromadorea_X;Eucephalobus;Eucephalobus_oxyuroides,0.999306943,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eucephalobus,Eucephalobus_oxyuroides,Otu331,b
183,Nematoda;Chromadorea;Chromadorea_X;Eucephalobus;Eucephalobus_oxyuroides,0.99999662,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eucephalobus,Eucephalobus_oxyuroides,Otu2205,b
184,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.995938743,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu6464,b
185,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.992091553,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu6678,b
186,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.990247739,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu2096,b
187,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.994699879,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu3403,b
188,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.993637093,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu5611,b
189,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.999298556,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu6837,b
190,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.95278739,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu12464,b
191,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.99715257,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu558,b
192,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.996674403,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu4063,b
193,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.918135316,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu4943,b
194,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.865772961,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu7297,b
195,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.981067694,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu1540,b
196,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.98595654,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu12216,b
197,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.762907589,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu2085,b
198,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.976041909,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu1266,b
199,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.989567653,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu117,b
200,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.992884492,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu11375,b
201,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.996238317,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu14211,b
202,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.962192779,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu2473,b
203,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.989868497,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu1679,b
204,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.920206298,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu12931,b
205,Nematoda;Chromadorea;Chromadorea_X;Eumonhystera;Eumonhystera_filiformis,0.998990507,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera_filiformis,Otu11467,b
206,Nematoda;Chromadorea;Chromadorea_X;Filenchus;,0.756256738,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,,Otu2953,f
207,Nematoda;Chromadorea;Chromadorea_X;Filenchus;,0.939556855,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,,Otu2063,f
208,Nematoda;Chromadorea;Chromadorea_X;Filenchus;,0.712916708,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,,Otu5498,f
209,Nematoda;Chromadorea;Chromadorea_X;Filenchus;,0.834112252,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,,Otu3026,f
210,Nematoda;Chromadorea;Chromadorea_X;Filenchus;,0.853418728,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,,Otu995,f
211,Nematoda;Chromadorea;Chromadorea_X;Filenchus;Filenchus_discrepans,0.98783216,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,Filenchus_discrepans,Otu2198,f
212,Nematoda;Chromadorea;Chromadorea_X;Filenchus;Filenchus_facultativus,0.999985679,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,Filenchus_facultativus,Otu10508,f
213,Nematoda;Chromadorea;Chromadorea_X;Filenchus;Filenchus_facultativus,0.999719652,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,Filenchus_facultativus,Otu7818,f
214,Nematoda;Chromadorea;Chromadorea_X;Filenchus;Filenchus_facultativus,0.867596896,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,Filenchus_facultativus,Otu2511,f
215,Nematoda;Chromadorea;Chromadorea_X;Filenchus;Filenchus_facultativus,0.999999915,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,Filenchus_facultativus,Otu4812,f
216,Nematoda;Chromadorea;Chromadorea_X;Filenchus;Filenchus_misellus,0.929290855,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,Filenchus_misellus,Otu5916,f
217,Nematoda;Chromadorea;Chromadorea_X;Filenchus;Filenchus_misellus,0.999949055,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,Filenchus_misellus,Otu10194,f
218,Nematoda;Chromadorea;Chromadorea_X;Filenchus;Filenchus_misellus,0.91353881,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,Filenchus_misellus,Otu8394,f
219,Nematoda;Chromadorea;Chromadorea_X;Filenchus;Filenchus_misellus,0.999910872,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,Filenchus_misellus,Otu1049,f
220,Nematoda;Chromadorea;Chromadorea_X;Filenchus;Filenchus_misellus,0.764258663,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,Filenchus_misellus,Otu1391,f
221,Nematoda;Chromadorea;Chromadorea_X;Filenchus;Filenchus_misellus,0.999998743,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filenchus,Filenchus_misellus,Otu5277,f
222,Nematoda;Chromadorea;Chromadorea_X;Geomonhystera;Geomonhystera_sp.,0.959410882,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Geomonhystera,Geomonhystera_sp.,Otu790,b
223,Nematoda;Chromadorea;Chromadorea_X;Geomonhystera;Geomonhystera_sp.,0.999999393,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Geomonhystera,Geomonhystera_sp.,Otu893,b
224,Nematoda;Chromadorea;Chromadorea_X;Geomonhystera;Geomonhystera_villosa,0.70225863,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Geomonhystera,Geomonhystera_villosa,Otu3986,b
225,Nematoda;Chromadorea;Chromadorea_X;Geomonhystera;Geomonhystera_villosa,0.856680471,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Geomonhystera,Geomonhystera_villosa,Otu7020,b
226,Nematoda;Chromadorea;Chromadorea_X;Halicephalobus;Halicephalobus_gingivalis,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Halicephalobus,Halicephalobus_gingivalis,Otu6703,b
227,Nematoda;Chromadorea;Chromadorea_X;Halicephalobus;Halicephalobus_gingivalis,0.919123411,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Halicephalobus,Halicephalobus_gingivalis,Otu2681,b
228,Nematoda;Chromadorea;Chromadorea_X;Halicephalobus;Halicephalobus_gingivalis,0.894985515,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Halicephalobus,Halicephalobus_gingivalis,Otu5210,b
229,Nematoda;Chromadorea;Chromadorea_X;Halicephalobus;Halicephalobus_sp.,0.997601457,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Halicephalobus,Halicephalobus_sp.,Otu1208,b
230,Nematoda;Chromadorea;Chromadorea_X;Halicephalobus;Halicephalobus_sp.,0.998271591,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Halicephalobus,Halicephalobus_sp.,Otu1536,b
231,Nematoda;Chromadorea;Chromadorea_X;Haliplectus;Haliplectus_sp.,0.813974116,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Haliplectus,Haliplectus_sp.,Otu11765,b
232,Nematoda;Chromadorea;Chromadorea_X;Helicotylenchus;,0.859104073,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Helicotylenchus,,Otu10148,h
233,Nematoda;Chromadorea;Chromadorea_X;Helicotylenchus;,0.996052323,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Helicotylenchus,,Otu1056,h
234,Nematoda;Chromadorea;Chromadorea_X;Helicotylenchus;,0.926572837,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Helicotylenchus,,Otu390,h
235,Nematoda;Chromadorea;Chromadorea_X;Hemicriconemoides;Hemicriconemoides_pseudobrachyurus,0.828091673,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Hemicriconemoides,Hemicriconemoides_pseudobrachyurus,Otu18,h
236,Nematoda;Chromadorea;Chromadorea_X;Hemicycliophora;,0.728437754,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Hemicycliophora,,Otu198,h
237,Nematoda;Chromadorea;Chromadorea_X;Hemicycliophora;Hemicycliophora_conida,0.734739909,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Hemicycliophora,Hemicycliophora_conida,Otu1903,h
238,Nematoda;Chromadorea;Chromadorea_X;Heterorhabditis;Heterorhabditis_bacteriophora,0.811588086,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Heterorhabditis,Heterorhabditis_bacteriophora,Otu400,h
239,Nematoda;Chromadorea;Chromadorea_X;Howardula;,0.911846516,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Howardula,,Otu3001,Insect parasites
240,Nematoda;Chromadorea;Chromadorea_X;Howardula;Howardula_phyllotretae,0.716787727,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Howardula,Howardula_phyllotretae,Otu816,Insect parasites
241,Nematoda;Chromadorea;Chromadorea_X;Howardula;Howardula_sp.,0.99809907,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Howardula,Howardula_sp.,Otu4540,N
242,Nematoda;Chromadorea;Chromadorea_X;Irantylenchus;Irantylenchus_vicinus,0.876628204,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Irantylenchus,Irantylenchus_vicinus,Otu5856,h
243,Nematoda;Chromadorea;Chromadorea_X;Irantylenchus;Irantylenchus_vicinus,0.949234883,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Irantylenchus,Irantylenchus_vicinus,Otu4110,h
244,Nematoda;Chromadorea;Chromadorea_X;Irantylenchus;Irantylenchus_vicinus,0.830261277,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Irantylenchus,Irantylenchus_vicinus,Otu8701,h
245,Nematoda;Chromadorea;Chromadorea_X;Laimaphelenchus;Laimaphelenchus_heidelbergi,0.76928607,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Laimaphelenchus,Laimaphelenchus_heidelbergi,Otu1361,h
246,Nematoda;Chromadorea;Chromadorea_X;Laimaphelenchus;Laimaphelenchus_heidelbergi,0.947276912,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Laimaphelenchus,Laimaphelenchus_heidelbergi,Otu1588,h
247,Nematoda;Chromadorea;Chromadorea_X;Lelenchus;Lelenchus_leptosoma,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Lelenchus,Lelenchus_leptosoma,Otu2862,h
248,Nematoda;Chromadorea;Chromadorea_X;Malenchus;,0.821171212,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Malenchus,,Otu6686,h
249,Nematoda;Chromadorea;Chromadorea_X;Malenchus;Malenchus_neosulcus,0.952079872,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Malenchus,Malenchus_neosulcus,Otu9532,N
250,Nematoda;Chromadorea;Chromadorea_X;Meloidogyne;,0.999998104,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Meloidogyne,,Otu977,h
251,Nematoda;Chromadorea;Chromadorea_X;Meloidogyne;,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Meloidogyne,,Otu54,h
252,Nematoda;Chromadorea;Chromadorea_X;Meloidogyne;Meloidogyne_incognita,0.800170612,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Meloidogyne,Meloidogyne_incognita,Otu557,h
253,Nematoda;Chromadorea;Chromadorea_X;Meloidogyne;Meloidogyne_marylandi,0.957473838,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Meloidogyne,Meloidogyne_marylandi,Otu29,h
254,Nematoda;Chromadorea;Chromadorea_X;Meloidogyne;Meloidogyne_marylandi,0.952455777,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Meloidogyne,Meloidogyne_marylandi,Otu10429,h
255,Nematoda;Chromadorea;Chromadorea_X;Mesorhabditis;Mesorhabditis_sp.,0.999999096,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Mesorhabditis,Mesorhabditis_sp.,Otu122,b
256,Nematoda;Chromadorea;Chromadorea_X;Mesorhabditis;Mesorhabditis_sp.,0.999998692,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Mesorhabditis,Mesorhabditis_sp.,Otu139,b
257,Nematoda;Chromadorea;Chromadorea_X;Mesorhabditis;Mesorhabditis_sp.,0.99923444,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Mesorhabditis,Mesorhabditis_sp.,Otu673,b
258,Nematoda;Chromadorea;Chromadorea_X;Mesorhabditis;Mesorhabditis_sp.,0.999767389,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Mesorhabditis,Mesorhabditis_sp.,Otu12025,b
259,Nematoda;Chromadorea;Chromadorea_X;Neopsilenchus;Neopsilenchus_magnidens,0.999976891,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Neopsilenchus,Neopsilenchus_magnidens,Otu2434,h
260,Nematoda;Chromadorea;Chromadorea_X;Neopsilenchus;Neopsilenchus_magnidens,0.999998014,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Neopsilenchus,Neopsilenchus_magnidens,Otu114,h
261,Nematoda;Chromadorea;Chromadorea_X;Oscheius;Oscheius_dolichura,0.751568979,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Oscheius,Oscheius_dolichura,Otu2553,b
262,Nematoda;Chromadorea;Chromadorea_X;Oscheius;Oscheius_guentheri,0.836399917,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Oscheius,Oscheius_guentheri,Otu343,b
263,Nematoda;Chromadorea;Chromadorea_X;Oscheius;Oscheius_tipulae,0.99999966,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Oscheius,Oscheius_tipulae,Otu123,b
264,Nematoda;Chromadorea;Chromadorea_X;Ottolenchus;Ottolenchus_longiurus,0.984576052,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ottolenchus,Ottolenchus_longiurus,Otu6644,b
265,Nematoda;Chromadorea;Chromadorea_X;Ottolenchus;Ottolenchus_longiurus,0.863870634,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ottolenchus,Ottolenchus_longiurus,Otu526,b
266,Nematoda;Chromadorea;Chromadorea_X;Panagrolaimus;,0.940047179,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Panagrolaimus,,Otu179,b
267,Nematoda;Chromadorea;Chromadorea_X;Panagrolaimus;,0.99999968,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Panagrolaimus,,Otu10837,b
268,Nematoda;Chromadorea;Chromadorea_X;Panagrolaimus;,0.999977977,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Panagrolaimus,,Otu7517,b
269,Nematoda;Chromadorea;Chromadorea_X;Panagrolaimus;,0.999999862,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Panagrolaimus,,Otu199,b
270,Nematoda;Chromadorea;Chromadorea_X;Panagrolaimus;,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Panagrolaimus,,Otu9312,b
